Country Name,Country Code,Year,Suicide Rate,Unemployment Rate,Literacy Rate
Albania,ALB,1987,2.4742997,16.872,97.75
Albania,ALB,1988,2.2345529,16.872,97.75
Albania,ALB,1989,2.3522725,16.872,97.75
Albania,ALB,1992,1.604659,30.007,97.75
Albania,ALB,1993,2.503264,25.251,97.75
Albania,ALB,1994,1.7961403,20.835,97.75
Albania,ALB,1995,2.898285,14.607,97.75
Albania,ALB,1996,2.9592226,13.928,97.75
Albania,ALB,1997,5.4761205,16.872,97.75
Albania,ALB,1998,4.954323,20.042,97.75
Albania,ALB,1999,4.4695582,20.835,97.75
Albania,ALB,2000,1.8802196,19.023,97.75
Albania,ALB,2001,4.0444255,18.57,99.0
Albania,ALB,2002,4.525415,17.891,97.75
Albania,ALB,2003,4.0825686,16.985,97.75
Albania,ALB,2004,4.722978,16.306,97.75
Albania,ALB,2005,4.500647333333333,15.966,97.75
Albania,ALB,2006,4.278316666666667,15.626,97.75
Albania,ALB,2007,4.055986,15.966,97.75
Albania,ALB,2008,5.3414583,13.06,96.0
Albania,ALB,2009,4.21035635,13.674,97.75
Albania,ALB,2010,3.0792544,14.086,97.75
Antigua and Barbuda,ATG,1961,2.3896923,6.31796376394052,99.0
Antigua and Barbuda,ATG,1962,2.504776,6.31796376394052,99.0
Antigua and Barbuda,ATG,1963,2.6198597,6.31796376394052,99.0
Antigua and Barbuda,ATG,1964,2.7349434,6.31796376394052,99.0
Antigua and Barbuda,ATG,1966,2.8500271,6.31796376394052,99.0
Antigua and Barbuda,ATG,1969,2.9651108,6.31796376394052,99.0
Antigua and Barbuda,ATG,1970,3.0801945,6.31796376394052,99.0
Antigua and Barbuda,ATG,1971,3.05960912,6.31796376394052,99.0
Antigua and Barbuda,ATG,1972,3.03902374,6.31796376394052,99.0
Antigua and Barbuda,ATG,1973,3.01843836,6.31796376394052,99.0
Antigua and Barbuda,ATG,1974,2.9978529800000002,6.31796376394052,99.0
Antigua and Barbuda,ATG,1975,2.9772676000000002,6.31796376394052,99.0
Antigua and Barbuda,ATG,1976,2.9566822200000002,6.31796376394052,99.0
Antigua and Barbuda,ATG,1977,2.9360968400000003,6.31796376394052,99.0
Antigua and Barbuda,ATG,1978,2.91551146,6.31796376394052,99.0
Antigua and Barbuda,ATG,1983,2.89492608,6.31796376394052,99.0
Antigua and Barbuda,ATG,1985,2.8743407,6.31796376394052,99.0
Antigua and Barbuda,ATG,1986,2.85375532,6.31796376394052,99.0
Antigua and Barbuda,ATG,1987,2.83316994,6.31796376394052,99.0
Antigua and Barbuda,ATG,1988,2.81258456,6.31796376394052,99.0
Antigua and Barbuda,ATG,1989,2.79199918,6.31796376394052,99.0
Antigua and Barbuda,ATG,1990,2.7714138,6.31796376394052,99.0
Antigua and Barbuda,ATG,1991,2.2791354333333333,6.31796376394052,99.0
Antigua and Barbuda,ATG,1992,1.7868570666666668,6.31796376394052,99.0
Antigua and Barbuda,ATG,1993,1.2945787,6.31796376394052,99.0
Antigua and Barbuda,ATG,1994,1.6472559599999999,6.31796376394052,99.0
Antigua and Barbuda,ATG,1995,1.99993322,6.31796376394052,99.0
Antigua and Barbuda,ATG,1998,2.35261048,6.31796376394052,99.0
Antigua and Barbuda,ATG,1999,2.70528774,6.31796376394052,99.0
Antigua and Barbuda,ATG,2000,3.057965,6.31796376394052,99.0
Antigua and Barbuda,ATG,2001,2.1208074,6.31796376394052,99.0
Antigua and Barbuda,ATG,2002,1.87590185,6.31796376394052,99.0
Antigua and Barbuda,ATG,2003,1.6309963,6.31796376394052,99.0
Antigua and Barbuda,ATG,2004,2.7405422,6.31796376394052,99.0
Antigua and Barbuda,ATG,2005,2.1875272666666667,6.31796376394052,99.0
Antigua and Barbuda,ATG,2006,1.6345123333333333,6.31796376394052,99.0
Antigua and Barbuda,ATG,2007,1.0814974,6.31796376394052,99.0
Antigua and Barbuda,ATG,2008,1.0739151125,6.31796376394052,99.0
Antigua and Barbuda,ATG,2009,1.066332825,6.31796376394052,99.0
Antigua and Barbuda,ATG,2010,1.0587505375,6.31796376394052,99.0
Antigua and Barbuda,ATG,2011,1.05116825,6.31796376394052,99.0
Antigua and Barbuda,ATG,2012,1.0435859625000001,6.31796376394052,99.0
Antigua and Barbuda,ATG,2013,1.0360036750000001,6.31796376394052,99.0
Antigua and Barbuda,ATG,2014,1.0284213875000001,6.31796376394052,99.0
Antigua and Barbuda,ATG,2015,1.0208391,6.31796376394052,99.0
Antigua and Barbuda,ATG,2016,1.1916610166666668,6.31796376394052,99.0
Antigua and Barbuda,ATG,2017,1.3624829333333335,6.31796376394052,99.0
Antigua and Barbuda,ATG,2018,1.5333048500000002,6.31796376394052,99.0
Antigua and Barbuda,ATG,2019,1.7041267666666666,6.31796376394052,99.0
Antigua and Barbuda,ATG,2020,1.8749486833333333,6.31796376394052,99.0
Antigua and Barbuda,ATG,2021,2.0457706,6.31796376394052,99.0
Argentina,ARG,1966,7.849922,9.22,96.5
Argentina,ARG,1967,9.915176,9.22,96.5
Argentina,ARG,1968,10.610072,9.22,96.5
Argentina,ARG,1969,10.32214,9.22,96.5
Argentina,ARG,1970,10.16785,9.22,96.5
Argentina,ARG,1977,7.7018094,9.22,96.5
Argentina,ARG,1978,7.7998333,9.22,96.5
Argentina,ARG,1979,6.7230816,9.22,96.5
Argentina,ARG,1980,7.4333134,9.22,96.5
Argentina,ARG,1981,8.182604,9.22,96.5
Argentina,ARG,1982,6.8337674,9.22,96.5
Argentina,ARG,1983,6.2621546,9.22,96.5
Argentina,ARG,1984,6.515525,9.22,96.5
Argentina,ARG,1985,6.803947,9.22,96.5
Argentina,ARG,1986,7.825076,9.22,96.5
Argentina,ARG,1987,7.7227077,9.22,96.5
Argentina,ARG,1988,7.6982183,9.22,96.5
Argentina,ARG,1989,7.251864,9.22,96.5
Argentina,ARG,1990,6.7853975,8.978000000000002,96.5
Argentina,ARG,1991,6.120378,5.44,96.0
Argentina,ARG,1992,6.785303,6.36,96.5
Argentina,ARG,1993,6.806522,10.1,96.5
Argentina,ARG,1994,6.715834,11.76,96.5
Argentina,ARG,1995,6.464944,18.8,96.5
Argentina,ARG,1996,6.474538,17.11,96.5
Argentina,ARG,1997,6.3354983,14.82,96.5
Argentina,ARG,1998,6.583326,12.65,96.5
Argentina,ARG,1999,6.728948,14.05,96.5
Argentina,ARG,2000,7.6082983,15.0,96.5
Argentina,ARG,2001,8.449685,17.32,97.0
Argentina,ARG,2002,8.42454,19.59,96.5
Argentina,ARG,2003,8.600743,15.36,96.5
Argentina,ARG,2004,8.077454,13.522,96.5
Argentina,ARG,2005,7.797755,11.506,96.5
Argentina,ARG,2006,7.862171,10.078,96.5
Argentina,ARG,2007,7.3574166,8.47,96.5
Argentina,ARG,2008,7.5701637,7.837,96.5
Argentina,ARG,2009,7.057609,8.645,96.5
Argentina,ARG,2010,7.1141973,7.714,96.5
Argentina,ARG,2011,6.95956,7.18,96.5
Argentina,ARG,2012,7.6489105,7.217,96.5
Argentina,ARG,2013,7.002997,7.1,96.5
Argentina,ARG,2014,7.50053,7.268,96.5
Argentina,ARG,2015,6.9765496,7.579,96.5
Argentina,ARG,2016,6.773013,8.085,96.5
Argentina,ARG,2017,7.1496124,8.347,96.5
Argentina,ARG,2018,7.2824826,9.22,96.5
Argentina,ARG,2019,7.1850753,9.843,96.5
Argentina,ARG,2020,6.144159,11.461,96.5
Argentina,ARG,2021,6.111435,8.736,96.5
Argentina,ARG,2022,6.8509984,6.805,96.5
Armenia,ARM,1981,3.4635673,12.73375,100.0
Armenia,ARM,1982,2.5824122,12.73375,100.0
Armenia,ARM,1985,2.624777,12.73375,100.0
Armenia,ARM,1986,2.0787308,12.73375,100.0
Armenia,ARM,1987,2.784013,12.73375,100.0
Armenia,ARM,1988,1.9722228,12.73375,100.0
Armenia,ARM,1989,2.606386,12.73375,100.0
Armenia,ARM,1990,3.023655,12.2225,100.0
Armenia,ARM,1991,2.2863357,1.783,100.0
Armenia,ARM,1992,2.4684644,1.8,100.0
Armenia,ARM,1993,2.9871838,5.3,100.0
Armenia,ARM,1994,3.2124379,6.6,100.0
Armenia,ARM,1995,3.5887327,6.7,100.0
Armenia,ARM,1996,2.4710114,9.3,100.0
Armenia,ARM,1997,2.0373147,10.8,100.0
Armenia,ARM,1998,1.7090969,9.4,100.0
Armenia,ARM,1999,1.6920947,11.2,100.0
Armenia,ARM,2000,1.5820289,11.095,100.0
Armenia,ARM,2001,1.5268492,10.992,99.0
Armenia,ARM,2002,2.1508024,10.833,100.0
Armenia,ARM,2003,1.8418856,10.705,100.0
Armenia,ARM,2006,2.389654,10.465,100.0
Armenia,ARM,2007,2.1003163,10.394,100.0
Armenia,ARM,2008,1.7436479,17.1,100.0
Armenia,ARM,2009,1.6083435,19.295,100.0
Armenia,ARM,2010,2.3139327,19.523,100.0
Armenia,ARM,2011,2.0316157,18.884,100.0
Armenia,ARM,2012,2.389512,17.511,100.0
Armenia,ARM,2013,1.9245224,16.576,100.0
Armenia,ARM,2014,1.5411811,17.498,100.0
Armenia,ARM,2015,2.0207553,18.261,100.0
Armenia,ARM,2016,1.8452411,17.617,100.0
Armenia,ARM,2017,1.323043,17.704,100.0
Armenia,ARM,2018,1.5902296,18.966,100.0
Armenia,ARM,2019,1.3194981,18.304,100.0
Armenia,ARM,2020,1.0971911,18.175,100.0
Armenia,ARM,2021,1.4615552,15.469,100.0
Armenia,ARM,2022,1.3592144,13.379,100.0
Armenia,ARM,2023,1.4868191,13.245,100.0
Australia,AUS,1950,9.11394,5.711,88.5
Australia,AUS,1951,9.414492,5.711,88.5
Australia,AUS,1952,10.517845,5.711,88.5
Australia,AUS,1953,10.768219,5.711,88.5
Australia,AUS,1954,10.694622,5.711,88.5
Australia,AUS,1955,10.288307,5.711,88.5
Australia,AUS,1956,10.827642,5.711,88.5
Australia,AUS,1957,12.224301,5.711,88.5
Australia,AUS,1958,12.494597,5.711,88.5
Australia,AUS,1959,11.248931,5.711,88.5
Australia,AUS,1960,10.819691,5.711,88.5
Australia,AUS,1961,12.172538,5.711,88.5
Australia,AUS,1962,14.153732,5.711,88.5
Australia,AUS,1963,16.326544,5.711,88.5
Australia,AUS,1964,15.113802,5.711,88.5
Australia,AUS,1965,15.387332,5.711,88.5
Australia,AUS,1966,14.54167,5.711,88.5
Australia,AUS,1967,15.658785,5.711,88.5
Australia,AUS,1968,13.175327,5.711,88.5
Australia,AUS,1969,12.768341,5.711,88.5
Australia,AUS,1970,12.8355875,5.711,88.5
Australia,AUS,1971,14.155833,5.711,88.5
Australia,AUS,1972,13.007868,5.711,88.5
Australia,AUS,1973,12.01821,5.711,88.5
Australia,AUS,1974,12.024754,5.711,88.5
Australia,AUS,1975,11.397825,5.711,88.5
Australia,AUS,1976,11.002921,5.711,88.5
Australia,AUS,1977,11.286914,5.711,88.5
Australia,AUS,1978,11.257154,5.711,88.5
Australia,AUS,1979,11.634026,5.711,88.5
Australia,AUS,1980,10.9387,5.711,88.5
Australia,AUS,1981,11.077759,5.711,88.5
Australia,AUS,1982,11.3374405,5.711,88.5
Australia,AUS,1983,10.692397,5.711,88.5
Australia,AUS,1984,10.942064,5.711,88.5
Australia,AUS,1985,11.362809,5.711,88.5
Australia,AUS,1986,12.267549,5.711,88.5
Australia,AUS,1987,12.67795,5.711,88.5
Australia,AUS,1988,12.456994,5.711,88.5
Australia,AUS,1989,11.619914,5.711,88.5
Australia,AUS,1990,12.217952,5.687,88.5
Australia,AUS,1991,12.509188,9.586,88.5
Australia,AUS,1992,12.129014,10.733,88.5
Australia,AUS,1993,10.825964,10.879,88.5
Australia,AUS,1994,12.038128,9.724,88.5
Australia,AUS,1995,11.346925,8.473,88.5
Australia,AUS,1996,12.449816,8.509,88.5
Australia,AUS,1997,13.508834,8.367,88.5
Australia,AUS,1998,13.306104,7.684,88.5
Australia,AUS,1999,12.375323,6.876,88.5
Australia,AUS,2000,11.689094,6.288,88.5
Australia,AUS,2001,11.843664,6.747,88.5
Australia,AUS,2002,11.030154,6.375,88.5
Australia,AUS,2003,10.106955,5.933,88.5
Australia,AUS,2004,9.656323,5.399,88.5
Australia,AUS,2006,9.449756,4.785,88.5
Australia,AUS,2007,9.709519,4.381,88.5
Australia,AUS,2008,9.959479,4.242,88.5
Australia,AUS,2009,9.617986,5.565,88.5
Australia,AUS,2010,9.8169,5.214,88.5
Australia,AUS,2011,9.732514,5.083,88.5
Australia,AUS,2012,10.273921,5.225,88.5
Australia,AUS,2013,10.222646,5.663,88.5
Australia,AUS,2014,11.291031,6.078,88.5
Australia,AUS,2015,11.808487,6.055,88.5
Australia,AUS,2016,11.005785,5.711,88.5
Australia,AUS,2017,12.23989,5.592,88.5
Australia,AUS,2018,11.777039,5.3,88.5
Australia,AUS,2019,12.168151,5.159,88.5
Australia,AUS,2020,11.401686,6.456,88.5
Australia,AUS,2021,11.301045,5.116,88.5
Australia,AUS,2022,11.396501,3.728,88.5
Australia,AUS,2023,10.887463,3.668,88.5
Austria,AUT,1955,20.603016,4.94775,88.5
Austria,AUT,1956,19.932089,4.94775,88.5
Austria,AUT,1957,20.960611,4.94775,88.5
Austria,AUT,1958,20.795435,4.94775,88.5
Austria,AUT,1959,21.821753,4.94775,88.5
Austria,AUT,1960,20.193928,4.94775,88.5
Austria,AUT,1961,19.2437,4.94775,88.5
Austria,AUT,1962,19.715317,4.94775,88.5
Austria,AUT,1963,19.326344,4.94775,88.5
Austria,AUT,1964,19.995918,4.94775,88.5
Austria,AUT,1965,20.162884,4.94775,88.5
Austria,AUT,1966,20.400526,4.94775,88.5
Austria,AUT,1967,19.640013,4.94775,88.5
Austria,AUT,1968,19.635773,4.94775,88.5
Austria,AUT,1969,20.015999,4.94775,88.5
Austria,AUT,1970,21.9342,4.94775,88.5
Austria,AUT,1971,20.312944,4.94775,88.5
Austria,AUT,1972,20.876942,4.94775,88.5
Austria,AUT,1973,19.628765,4.94775,88.5
Austria,AUT,1974,21.156845,4.94775,88.5
Austria,AUT,1975,21.480045,4.94775,88.5
Austria,AUT,1976,20.115139,4.94775,88.5
Austria,AUT,1977,21.481508,4.94775,88.5
Austria,AUT,1978,22.219515,4.94775,88.5
Austria,AUT,1979,22.318926,4.94775,88.5
Austria,AUT,1980,22.572227,4.94775,88.5
Austria,AUT,1981,23.46337,4.94775,88.5
Austria,AUT,1982,24.131159,4.94775,88.5
Austria,AUT,1983,23.320911,4.94775,88.5
Austria,AUT,1984,23.095814,4.94775,88.5
Austria,AUT,1985,23.788378,4.94775,88.5
Austria,AUT,1986,24.369078,4.94775,88.5
Austria,AUT,1987,22.856287,4.94775,88.5
Austria,AUT,1988,20.449694,4.94775,88.5
Austria,AUT,1989,20.690424,4.94775,88.5
Austria,AUT,1990,19.477406,4.9625,88.5
Austria,AUT,1991,18.696272,3.42,88.5
Austria,AUT,1992,18.597593,3.59,88.5
Austria,AUT,1993,17.692621,4.25,88.5
Austria,AUT,1994,18.55979,3.535,88.5
Austria,AUT,1995,18.49278,4.345,88.5
Austria,AUT,1996,17.963469,5.282,88.5
Austria,AUT,1997,16.358562,5.15,88.5
Austria,AUT,1998,15.931746,5.483,88.5
Austria,AUT,1999,15.686459,4.699,88.5
Austria,AUT,2000,15.881416,4.687,88.5
Austria,AUT,2001,14.763621,4.007,88.5
Austria,AUT,2002,15.160947,4.852,88.5
Austria,AUT,2003,14.074635,4.779,88.5
Austria,AUT,2004,13.657142,5.969,88.5
Austria,AUT,2005,13.1104,5.682,88.5
Austria,AUT,2006,11.94749,5.32,88.5
Austria,AUT,2007,11.829183,4.909,88.5
Austria,AUT,2008,11.175624,4.198,88.5
Austria,AUT,2009,11.382416,5.371,88.5
Austria,AUT,2010,11.361218,4.883,88.5
Austria,AUT,2011,11.358981,4.637,88.5
Austria,AUT,2012,10.881934,4.909,88.5
Austria,AUT,2013,10.681653,5.367,88.5
Austria,AUT,2014,11.207537,5.674,88.5
Austria,AUT,2015,10.238049,5.802,88.5
Austria,AUT,2016,9.7465,6.064,88.5
Austria,AUT,2017,9.675121,5.561,88.5
Austria,AUT,2018,9.439574,4.933,88.5
Austria,AUT,2019,8.614792,4.56,88.5
Austria,AUT,2020,8.044445,5.201,88.5
Austria,AUT,2021,8.218417,6.459,88.5
Austria,AUT,2022,9.442171,4.992,88.5
Austria,AUT,2023,9.884953,5.264,88.5
Azerbaijan,AZE,1981,5.772843,8.045,100.0
Azerbaijan,AZE,1982,4.780469,8.045,100.0
Azerbaijan,AZE,1985,4.439677,8.045,100.0
Azerbaijan,AZE,1986,4.2513733,8.045,100.0
Azerbaijan,AZE,1987,4.619159,8.045,100.0
Azerbaijan,AZE,1988,3.9543147,8.045,100.0
Azerbaijan,AZE,1989,3.9823909,8.045,100.0
Azerbaijan,AZE,1990,2.0194685,5.800000000000001,100.0
Azerbaijan,AZE,1991,2.079842,0.9,100.0
Azerbaijan,AZE,1992,2.3679867,1.8,100.0
Azerbaijan,AZE,1993,1.8477217,4.5,100.0
Azerbaijan,AZE,1994,0.7762645,6.3,100.0
Azerbaijan,AZE,1995,0.7589484,7.2,100.0
Azerbaijan,AZE,1996,1.1058282,8.1,100.0
Azerbaijan,AZE,1997,1.6679716,9.1,100.0
Azerbaijan,AZE,1998,0.83856463,10.0,100.0
Azerbaijan,AZE,1999,0.7774907,10.9,99.0
Azerbaijan,AZE,2000,0.8361951,11.78,100.0
Azerbaijan,AZE,2001,4.098069,10.91,100.0
Azerbaijan,AZE,2002,1.2150596,10.04,100.0
Azerbaijan,AZE,2003,1.6870877,9.17,100.0
Azerbaijan,AZE,2004,1.2709835,7.99,100.0
Azerbaijan,AZE,2007,0.64792806,6.33,100.0
Bahamas,BHS,1975,0.6379464,6.654,93.0
Bahamas,BHS,1979,1.5095,6.654,93.0
Bahamas,BHS,1980,0.43273684,6.654,93.0
Bahamas,BHS,1981,0.8119643,6.654,93.0
Bahamas,BHS,1983,2.5724,6.654,93.0
Bahamas,BHS,1984,3.4113586,6.654,93.0
Bahamas,BHS,1985,0.53721803,6.654,93.0
Bahamas,BHS,1987,1.3172327,6.654,93.0
Bahamas,BHS,1993,2.8896484,6.654,93.0
Bahamas,BHS,1994,1.1819372,6.654,93.0
Bahamas,BHS,1995,0.622473,6.654,93.0
Bahamas,BHS,1996,1.1551945,6.654,93.0
Bahamas,BHS,1997,0.73364484,6.654,93.0
Bahamas,BHS,1998,1.0732319,6.654,93.0
Bahamas,BHS,1999,1.9226458,6.654,93.0
Bahamas,BHS,2000,3.8763638,6.654,93.0
Bahamas,BHS,2001,0.28559437,6.654,93.0
Bahamas,BHS,2002,0.9879974,6.654,93.0
Bahamas,BHS,2003,0.28046003,6.654,93.0
Bahamas,BHS,2004,0.67778647,6.654,93.0
Bahamas,BHS,2005,1.1620687,6.654,93.0
Bahamas,BHS,2006,0.6420523,6.654,93.0
Bahamas,BHS,2007,1.4219086,6.654,93.0
Bahamas,BHS,2008,1.1277847,6.654,93.0
Bahamas,BHS,2009,1.5980071,6.654,93.0
Bahamas,BHS,2010,3.0033784,6.654,93.0
Bahamas,BHS,2011,1.1190035,6.654,93.0
Bahamas,BHS,2012,1.282106,6.654,93.0
Bahamas,BHS,2013,1.2638142,6.654,93.0
Bahamas,BHS,2014,0.8099025,6.654,93.0
Bahamas,BHS,2015,1.24599,6.654,93.0
Bahamas,BHS,2016,0.5483883,6.654,93.0
Bahrain,BHR,1985,2.3618257,1.1185,92.3000030517578
Bahrain,BHR,1987,2.4117434,1.1185,92.3000030517578
Bahrain,BHR,1988,2.7504447,1.1185,92.3000030517578
Bahrain,BHR,1997,2.5183027,1.129,92.3000030517578
Bahrain,BHR,1998,2.2861607,1.117,92.3000030517578
Bahrain,BHR,1999,2.0540187,1.115,92.3000030517578
Bahrain,BHR,2000,3.70868,1.083,92.3000030517578
Bahrain,BHR,2001,2.8669262,1.12,87.0
Bahrain,BHR,2002,2.9110274,1.139,92.3000030517578
Bahrain,BHR,2003,3.7403698,1.128,92.3000030517578
Bahrain,BHR,2004,4.924664,1.065,92.3000030517578
Bahrain,BHR,2005,3.9633892,1.021,92.3000030517578
Bahrain,BHR,2006,2.1361692,1.021,92.3000030517578
Bahrain,BHR,2007,3.0465183,1.006,92.3000030517578
Bahrain,BHR,2008,2.8615022,1.014,92.3000030517578
Bahrain,BHR,2009,2.455096,1.07,92.3000030517578
Bahrain,BHR,2010,1.1031249,1.13,92.3000030517578
Bahrain,BHR,2011,1.382523,1.21,92.3000030517578
Bahrain,BHR,2012,1.005159,1.2,92.3000030517578
Bahrain,BHR,2013,0.29605642,1.182,92.3000030517578
Bahrain,BHR,2014,0.5413805,1.141,92.3000030517578
Barbados,BRB,1960,1.0730451,10.504999999999999,88.5
Barbados,BRB,1961,3.3593922,10.504999999999999,88.5
Barbados,BRB,1962,1.4774737,10.504999999999999,88.5
Barbados,BRB,1963,0.9395957,10.504999999999999,88.5
Barbados,BRB,1964,2.8464956,10.504999999999999,88.5
Barbados,BRB,1966,3.4641871,10.504999999999999,88.5
Barbados,BRB,1967,2.1491115,10.504999999999999,88.5
Barbados,BRB,1968,3.8900406,10.504999999999999,88.5
Barbados,BRB,1969,3.531007,10.504999999999999,88.5
Barbados,BRB,1970,1.6452847,10.504999999999999,88.5
Barbados,BRB,1971,1.8127732,10.504999999999999,88.5
Barbados,BRB,1972,2.305037,10.504999999999999,88.5
Barbados,BRB,1973,2.2041998,10.504999999999999,88.5
Barbados,BRB,1974,1.0729476,10.504999999999999,88.5
Barbados,BRB,1975,1.4270772,10.504999999999999,88.5
Barbados,BRB,1976,1.1796827,10.504999999999999,88.5
Barbados,BRB,1977,2.3395598,10.504999999999999,88.5
Barbados,BRB,1978,4.4146295,10.504999999999999,88.5
Barbados,BRB,1979,0.9879345,10.504999999999999,88.5
Barbados,BRB,1980,1.5460474,10.504999999999999,88.5
Barbados,BRB,1981,2.655636,10.504999999999999,88.5
Barbados,BRB,1982,0.842299,10.504999999999999,88.5
Barbados,BRB,1983,4.0456862,10.504999999999999,88.5
Barbados,BRB,1984,1.7129014,10.504999999999999,88.5
Barbados,BRB,1985,2.398381,10.504999999999999,88.5
Barbados,BRB,1986,3.7289114,10.504999999999999,88.5
Barbados,BRB,1987,2.8748927,10.504999999999999,88.5
Barbados,BRB,1988,4.7786756,10.504999999999999,88.5
Barbados,BRB,1989,6.8675957,10.504999999999999,88.5
Barbados,BRB,1990,6.5044484,9.934999999999999,88.5
Barbados,BRB,1991,7.0053134,22.323,88.5
Barbados,BRB,1992,5.8419633,22.94,88.5
Barbados,BRB,1993,6.233719,24.54,88.5
Barbados,BRB,1994,6.3049083,22.98,88.5
Barbados,BRB,1995,6.490464,19.66,88.5
Barbados,BRB,2000,3.5487487,9.35,88.5
Barbados,BRB,2001,0.71646935,9.85,88.5
Barbados,BRB,2002,0.8021116,10.32,88.5
Barbados,BRB,2003,0.88775385,11.0,88.5
Barbados,BRB,2004,0.9733961,9.57,88.5
Barbados,BRB,2005,0.2969271,9.08,88.5
Barbados,BRB,2006,2.8293846,8.73,88.5
Barbados,BRB,2007,1.57156718,7.41,88.5
Barbados,BRB,2008,0.31374976,8.12,88.5
Barbados,BRB,2009,1.5046912,10.02,88.5
Barbados,BRB,2010,0.89195114,10.69,88.5
Barbados,BRB,2011,0.89195114,11.19,88.5
Barbados,BRB,2012,0.89195114,11.59,88.5
Barbados,BRB,2013,0.89195114,11.55,88.5
Belarus,BLR,1981,23.69643,7.9399999999999995,100.0
Belarus,BLR,1982,25.532732,7.9399999999999995,100.0
Belarus,BLR,1985,21.964827,7.9399999999999995,100.0
Belarus,BLR,1986,16.786198,7.9399999999999995,100.0
Belarus,BLR,1987,18.01035,7.9399999999999995,100.0
Belarus,BLR,1988,17.286602,7.9399999999999995,100.0
Belarus,BLR,1989,20.452063,7.9399999999999995,100.0
Belarus,BLR,1990,19.26921,6.0725,100.0
Belarus,BLR,1991,19.820038,0.6,100.0
Belarus,BLR,1992,22.207733,3.1,100.0
Belarus,BLR,1993,26.165598,8.5,100.0
Belarus,BLR,1994,28.450447,12.8,100.0
Belarus,BLR,1995,29.017067,17.7,100.0
Belarus,BLR,1996,32.614357,24.4,100.0
Belarus,BLR,1997,31.60954,17.1,100.0
Belarus,BLR,1998,31.751732,14.0,100.0
Belarus,BLR,1999,30.833063,12.8,100.0
Belarus,BLR,2000,31.210035,12.224,100.0
Belarus,BLR,2001,29.505205,11.609,100.0
Belarus,BLR,2002,29.461634,10.908,100.0
Belarus,BLR,2003,30.431267,10.215,100.0
Belarus,BLR,2007,23.201408,7.38,100.0
Belarus,BLR,2008,23.02299,6.698,100.0
Belarus,BLR,2009,23.990705,6.1,100.0
Belarus,BLR,2010,21.955261,6.045,100.0
Belarus,BLR,2011,19.262608,6.022,100.0
Belarus,BLR,2013,16.74209,5.937,100.0
Belarus,BLR,2014,15.350015,5.902,100.0
Belarus,BLR,2018,15.478123,4.763,100.0
Belgium,BEL,1954,11.336916,7.611,88.5
Belgium,BEL,1955,10.97399,7.611,88.5
Belgium,BEL,1956,11.979401,7.611,88.5
Belgium,BEL,1957,11.964833,7.611,88.5
Belgium,BEL,1958,12.124204,7.611,88.5
Belgium,BEL,1959,10.799068,7.611,88.5
Belgium,BEL,1960,12.104049,7.611,88.5
Belgium,BEL,1961,12.214516,7.611,88.5
Belgium,BEL,1962,11.210599,7.611,88.5
Belgium,BEL,1963,11.667523,7.611,88.5
Belgium,BEL,1964,11.738506,7.611,88.5
Belgium,BEL,1965,12.730378,7.611,88.5
Belgium,BEL,1966,12.051699,7.611,88.5
Belgium,BEL,1967,12.596131,7.611,88.5
Belgium,BEL,1968,13.08375,7.611,88.5
Belgium,BEL,1969,12.588805,7.611,88.5
Belgium,BEL,1970,13.8067,7.611,88.5
Belgium,BEL,1971,12.983005,7.611,88.5
Belgium,BEL,1972,13.162646,7.611,88.5
Belgium,BEL,1973,12.450091,7.611,88.5
Belgium,BEL,1974,13.389622,7.611,88.5
Belgium,BEL,1975,13.642277,7.611,88.5
Belgium,BEL,1976,14.155125,7.611,88.5
Belgium,BEL,1977,16.379194,7.611,88.5
Belgium,BEL,1978,17.728079,7.611,88.5
Belgium,BEL,1979,18.262487,7.611,88.5
Belgium,BEL,1980,18.979311,7.611,88.5
Belgium,BEL,1981,18.751955,7.611,88.5
Belgium,BEL,1982,18.607632,7.611,88.5
Belgium,BEL,1983,19.625216,7.611,88.5
Belgium,BEL,1984,20.130777,7.611,88.5
Belgium,BEL,1985,19.402323,7.611,88.5
Belgium,BEL,1986,18.664354,7.611,88.5
Belgium,BEL,1987,18.948624,7.611,88.5
Belgium,BEL,1988,16.848942,7.611,88.5
Belgium,BEL,1989,15.991788,7.611,88.5
Belgium,BEL,1990,15.710905,7.5005,88.5
Belgium,BEL,1991,14.923137,6.984,88.5
Belgium,BEL,1992,15.4851265,6.702,88.5
Belgium,BEL,1993,17.867111,8.078,88.5
Belgium,BEL,1994,17.698536,9.645,88.5
Belgium,BEL,1995,17.927969,9.337,88.5
Belgium,BEL,1996,16.79021,9.483,88.5
Belgium,BEL,1997,17.865381,8.95,88.5
Belgium,BEL,1998,16.636307,9.322,88.5
Belgium,BEL,1999,15.333691,8.649,88.5
Belgium,BEL,2000,17.631458,6.586,88.5
Belgium,BEL,2001,17.608404,6.178,88.5
Belgium,BEL,2002,16.73276,6.91,88.5
Belgium,BEL,2003,17.027647,7.68,88.5
Belgium,BEL,2004,15.953855,7.363,88.5
Belgium,BEL,2005,15.808666,8.44,88.5
Belgium,BEL,2006,15.211334,8.246,88.5
Belgium,BEL,2007,14.2477045,7.459,88.5
Belgium,BEL,2008,15.416194,6.976,88.5
Belgium,BEL,2009,15.344781,7.908,88.5
Belgium,BEL,2010,15.251662,8.293,88.5
